epoll_pwait,futex,getuid,ioctl,read,mprotect,write,clock_gettime,madvise,writev,rt_sigtimedwait,restart_syscall,close,dup3,fcntl,getsockopt,shutdown,socketpair,sched_yield,recvmsg,getrandom,ppoll,recvfrom,fstat,newfstatat,dup,mmap,munmap,pread64,clone,exit,prctl,rt_sigprocmask,set_tid_address,sigaltstack,faccessat,fchmodat,fsync,openat,renameat,unlinkat,getpriority,setpriority,connect,getdents64,getppid,socket,membarrier,sendto,epoll_ctl,lseek,tgkill,fdatasync,ftruncate,geteuid,pwrite64,flock,getpid,pipe2,epoll_create1,eventfd2,execve,exit_group,fstatfs,readlinkat,rt_sigaction,sched_getscheduler,wait4,msync,fcntl64,fstat64,fstatat64,gettimeofday,getuid32,mmap2,sendmsg,timerfd_settime,uname,_llseek,ftruncate64,geteuid32,statfs64,getsockname,mkdirat,mremap,setsockopt,fchmod,nanosleep,cacheflush,bind,mincore,statfs,sched_setaffinity,gettid,setitimer,accept4,process_vm_readv,rt_sigreturn,getrlimit,getegid,getgid,pselect6,open,vfork,getcwd,getpgid,sysinfo,umask,listen,sigreturn,fadvise64,personality,set_tls,capget,fstatfs64,getegid32,getgid32,getgroups32,ptrace,setsid,Label
1421,337,995,314,348,27,889,446,16,228,0,0,21,0,16,1,0,0,10,0,0,0,2768,9,0,1,8,7,8,0,0,7,15,0,0,0,0,0,7,0,0,0,0,15,0,15,15,0,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,5707,0,470,1973,26,967,52252,153,5,0,0,43,0,0,0,0,0,0,0,0,0,923,0,0,15,0,43,42,0,0,9,2,0,0,6,0,0,4,0,0,0,0,13,0,13,13,3,2118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61,6,351,191,49,4,111,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,793,1149,562,1091,2,2937,1115,2,16,0,0,4,0,0,4,0,0,46,0,0,0,8528,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,150,991,287,122,95,337,65,180,561,0,0,34,0,25,1,0,0,14,0,0,0,721,25,33,7,135,124,230,6,0,21,252,0,0,11,0,0,17,0,0,0,0,20,0,20,20,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,905,1252,624,1167,1,3133,1216,1,20,0,0,3,0,0,3,0,0,60,0,0,0,8783,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,351,678,317,439,20,1320,378,9,167,0,0,24,0,17,2,0,0,10,0,0,0,3743,9,0,1,6,6,8,0,0,4,15,0,0,0,0,0,5,0,0,0,0,16,0,16,16,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,103,691,191,37,95,350,13,109,439,0,0,20,0,11,2,0,0,156,0,0,0,1349,22,33,7,103,92,166,6,0,21,147,0,0,11,0,0,18,0,0,0,0,6,0,6,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,94,40,4,30,15,593,0,0,16,0,0,4,0,0,4,0,0,257,0,0,0,3301,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,555,1668,618,747,100,2131,696,130,586,0,0,40,0,25,4,0,0,142,0,0,0,5999,28,33,9,135,124,230,6,0,21,252,0,0,11,0,0,20,0,0,0,0,20,0,20,20,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,493,806,359,484,27,1444,526,166,176,0,0,24,0,17,2,0,0,18,0,0,0,4367,10,0,1,10,8,10,0,0,8,15,0,0,0,0,0,8,0,0,0,0,16,0,16,16,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,110,31,4,27,16,462,0,0,12,0,0,4,0,0,4,0,0,201,0,0,0,3298,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,498,844,404,616,19,1721,547,15,165,0,0,25,0,17,2,0,0,85,0,0,0,4695,10,0,1,6,6,8,0,0,4,15,0,0,0,0,0,6,0,0,0,0,16,0,16,16,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,162,1003,287,124,96,337,65,180,561,0,0,34,0,25,1,0,0,14,0,0,0,721,25,33,7,135,124,230,6,0,21,252,0,0,11,0,0,17,0,0,0,0,20,0,20,20,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,573,1670,602,746,99,1548,696,130,579,0,0,34,0,22,4,0,0,80,0,0,0,4345,28,33,7,135,124,230,6,0,21,252,0,0,11,0,0,20,0,0,0,0,17,0,17,17,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,845,2607,831,1036,97,2346,1024,175,704,0,0,98,0,86,4,0,0,97,0,0,0,6491,32,33,7,136,125,232,6,0,21,252,0,0,11,0,0,20,0,0,0,0,81,0,81,81,0,204,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,665,2000,783,814,120,1877,763,133,732,0,0,122,0,105,5,0,0,59,0,0,0,5380,41,33,8,113,102,180,6,0,27,252,0,0,11,0,0,27,0,0,0,0,99,0,99,99,0,129,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,559,1703,634,784,98,1690,749,227,578,0,0,34,0,22,4,0,0,40,0,0,0,4357,28,33,7,136,125,232,6,0,21,252,0,0,11,0,0,20,0,0,0,0,17,0,17,17,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,98,694,185,37,95,80,13,109,437,0,0,18,0,10,2,0,0,104,0,0,0,523,22,33,6,103,92,166,6,0,21,147,0,0,11,0,0,18,0,0,0,0,5,0,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,699,1361,607,1086,12,2252,1072,69,147,0,0,18,0,12,4,0,0,207,0,0,0,6158,8,0,1,30,30,60,0,0,0,100,0,0,0,0,0,4,0,0,0,0,12,0,12,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,46,356,89,33,26,54,18,75,214,0,0,16,0,12,0,0,0,4,0,0,0,156,4,0,2,57,50,96,4,0,6,138,0,0,0,0,0,2,0,0,0,0,11,0,11,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,571,1658,603,744,97,1548,696,130,579,0,0,34,0,22,4,0,0,80,0,0,0,4345,28,33,7,135,124,230,6,0,21,252,0,0,11,0,0,20,0,0,0,0,17,0,17,17,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,4734,3045,2480,1034,97,2899,1024,201,704,0,0,261,0,88,4,0,0,98,0,0,0,6491,194,33,11,294,284,232,6,0,21,252,0,0,11,0,0,20,0,0,0,0,81,0,81,81,0,204,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4535,5080,2878,2520,1223,6,3313,1240,69,227,0,0,340,0,130,4,0,0,130,0,0,0,7963,218,0,0,214,209,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,130,0,130,130,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,2048,2170,1367,812,120,2092,763,139,732,0,0,189,0,105,5,0,0,59,0,0,0,5380,107,33,10,179,169,180,6,0,27,252,0,0,11,0,0,27,0,0,0,0,99,0,99,99,0,129,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,422,840,401,615,18,1304,547,15,162,0,0,23,0,16,2,0,0,84,0,0,0,3557,10,0,1,6,6,8,0,0,4,15,0,0,0,0,0,6,0,0,0,0,15,0,15,15,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,30,353,95,33,26,103,18,75,216,0,0,18,0,13,0,0,0,12,0,0,0,280,4,0,3,57,50,96,4,0,6,138,0,0,0,0,0,2,0,0,0,0,12,0,12,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,716,1363,617,1087,12,2952,1072,69,152,0,0,22,0,14,4,0,0,262,0,0,0,8222,8,0,2,30,30,60,0,0,0,100,0,0,0,0,0,4,0,0,0,0,14,0,14,14,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,539,1700,650,785,98,2272,749,227,585,0,0,40,0,25,4,0,0,71,0,0,0,5797,28,33,9,136,125,232,6,0,21,252,0,0,11,0,0,20,0,0,0,0,20,0,20,20,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,218,372,156,32,26,74,18,82,214,0,0,28,0,14,0,0,0,4,0,0,0,156,16,0,2,65,58,96,4,0,6,138,0,0,0,0,0,2,0,0,0,0,11,0,11,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,5381,1789,2471,1020,4,2822,1142,78,53,0,0,266,0,68,4,0,0,76,0,0,0,6535,206,0,0,194,194,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,66,0,66,66,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,2088,985,1040,483,29,1335,526,169,174,0,0,88,0,16,2,0,0,18,0,0,0,3274,76,0,1,77,74,10,0,0,9,15,0,0,0,0,0,8,0,0,0,0,15,0,15,15,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,3201,1982,1684,744,99,1925,696,140,579,0,0,148,0,26,4,0,0,86,0,0,0,4345,144,33,13,243,233,230,6,0,21,252,0,0,11,0,0,20,0,0,0,0,17,0,17,17,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,4766,1661,2158,991,3,2806,1203,26,17,0,0,143,0,0,4,0,0,108,0,0,0,6534,145,0,0,139,139,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,4895,2961,2550,1053,5,3160,1270,44,267,0,0,393,0,216,4,0,0,82,0,0,0,7992,213,0,0,187,178,10,0,0,9,0,0,0,0,0,0,4,0,0,0,0,216,0,215,215,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,1532,925,822,430,18,1194,374,17,211,0,0,140,0,86,2,0,0,26,0,0,0,2925,70,0,1,55,55,10,0,0,4,15,0,0,0,0,0,6,0,0,0,0,85,0,85,85,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,3509,2890,1928,1034,97,2707,1024,185,704,0,0,228,0,102,4,0,0,97,0,0,0,6491,176,33,7,248,238,232,6,0,21,252,0,0,11,0,0,20,0,0,0,0,81,0,81,81,0,204,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4535,3272,2667,1779,1223,5,3071,1240,45,227,0,0,238,0,130,4,0,0,130,0,0,0,7963,116,0,0,108,104,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,130,0,130,130,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,1758,2129,1262,812,122,2035,763,138,737,0,0,176,0,107,5,0,0,59,0,0,0,5380,97,33,10,165,154,180,6,0,27,252,0,0,11,0,0,27,0,0,0,0,99,0,99,99,0,129,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,3106,2053,1698,1127,28,2788,1101,37,206,0,0,196,0,87,3,0,0,95,0,0,0,7066,117,0,1,109,109,8,0,0,6,15,0,0,0,0,0,9,0,0,0,0,86,0,86,86,0,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,1456,1799,1020,782,98,1811,749,245,578,0,0,72,0,22,4,0,0,41,0,0,0,4357,65,33,13,173,163,232,6,0,21,252,0,0,11,0,0,20,0,0,0,0,17,0,17,17,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,3332,1539,1670,1177,2,2757,1206,9,19,0,0,117,0,0,4,0,0,58,0,0,0,6584,117,0,0,113,113,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,5082,1814,2344,1173,5,3029,1216,42,25,0,0,204,0,0,4,0,0,11,0,0,0,6577,204,0,0,204,200,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,5170,1770,2413,1167,2,3055,1216,12,20,0,0,167,0,0,3,0,0,12,0,0,0,6661,168,0,0,164,164,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1369,851,727,36,100,247,13,145,437,0,0,74,0,18,2,0,0,123,0,0,0,523,82,33,12,147,138,166,6,0,21,147,0,0,11,0,0,18,0,0,0,0,5,0,5,5,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,4470,2715,2175,989,4,2991,1445,41,235,0,0,464,0,318,4,0,0,51,0,0,0,7818,168,0,0,148,146,8,0,0,2,0,0,0,0,0,0,4,0,0,0,0,318,0,318,318,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,4718,3733,2414,902,4,3022,1365,37,358,0,0,406,0,235,4,0,0,60,0,0,0,9126,185,0,0,167,167,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,235,0,235,235,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,1622,843,855,438,21,1152,378,12,167,0,0,80,0,18,2,0,0,3,0,0,0,2812,69,0,1,62,62,8,0,0,4,15,0,0,0,0,0,5,0,0,0,0,15,0,15,15,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,30,353,95,33,26,54,18,75,216,0,0,18,0,13,0,0,0,4,0,0,0,156,4,0,3,57,50,96,4,0,6,138,0,0,0,0,0,2,0,0,0,0,12,0,12,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,2337,1076,1182,615,19,1597,547,19,162,0,0,106,0,18,2,0,0,86,0,0,0,3557,95,0,1,87,87,8,0,0,4,15,0,0,0,0,0,6,0,0,0,0,15,0,15,15,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,260,381,184,32,26,90,18,76,214,0,0,28,0,12,0,0,0,4,0,0,0,156,15,0,2,68,62,96,4,0,6,138,0,0,0,0,0,2,0,0,0,0,11,0,11,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,337,998,317,349,28,889,446,16,230,0,0,23,0,17,1,0,0,10,0,0,0,2768,9,0,1,8,7,8,0,0,7,15,0,0,0,0,0,7,0,0,0,0,16,0,16,16,0,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,148,994,293,123,96,337,65,180,563,0,0,36,0,26,1,0,0,14,0,0,0,721,25,33,8,135,124,230,6,0,21,252,0,0,11,0,0,17,0,0,0,0,21,0,21,21,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,376,805,359,484,27,1105,526,166,175,0,0,24,0,17,2,0,0,17,0,0,0,3274,10,0,1,10,8,10,0,0,8,15,0,0,0,0,0,8,0,0,0,0,16,0,16,16,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,549,1661,608,745,98,1548,696,130,581,0,0,36,0,23,4,0,0,80,0,0,0,4345,28,33,8,135,124,230,6,0,21,252,0,0,11,0,0,20,0,0,0,0,18,0,18,18,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
